year_month,uf,product,unit,volume
2002-03-01,RO,OLEO COMBUSTIVEL,m3,0.0
2002-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2002-03-01,AM,OLEO COMBUSTIVEL,m3,34509.7602040816
2002-03-01,RR,OLEO COMBUSTIVEL,m3,0.0
2002-03-01,PA,OLEO COMBUSTIVEL,m3,47259.0765306122
2002-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2002-03-01,TO,OLEO COMBUSTIVEL,m3,90.2551020408163
2002-03-01,MA,OLEO COMBUSTIVEL,m3,9306.78163265306
2002-03-01,PI,OLEO COMBUSTIVEL,m3,560.688775510204
2002-03-01,CE,OLEO COMBUSTIVEL,m3,1762.51734693878
2002-03-01,RN,OLEO COMBUSTIVEL,m3,201.785714285714
2002-03-01,PB,OLEO COMBUSTIVEL,m3,1047.37551020408
2002-03-01,PE,OLEO COMBUSTIVEL,m3,57092.4275510204
2002-03-01,AL,OLEO COMBUSTIVEL,m3,454.051020408163
2002-03-01,SE,OLEO COMBUSTIVEL,m3,464.79693877551
2002-03-01,BA,OLEO COMBUSTIVEL,m3,24040.2795918367
2002-03-01,MG,OLEO COMBUSTIVEL,m3,91024.5663265306
2002-03-01,ES,OLEO COMBUSTIVEL,m3,45070.4683673469
2002-03-01,RJ,OLEO COMBUSTIVEL,m3,46920.6704081633
2002-03-01,SP,OLEO COMBUSTIVEL,m3,211514.521428571
2002-03-01,PR,OLEO COMBUSTIVEL,m3,33262.0030612245
2002-03-01,SC,OLEO COMBUSTIVEL,m3,17965.2275510204
2002-03-01,RS,OLEO COMBUSTIVEL,m3,30200.5948979592
2002-03-01,MS,OLEO COMBUSTIVEL,m3,900.502040816327
2002-03-01,MT,OLEO COMBUSTIVEL,m3,3057.01632653061
2002-03-01,GO,OLEO COMBUSTIVEL,m3,393299.339795918
2002-03-01,DF,OLEO COMBUSTIVEL,m3,1105.95918367347
2003-03-01,RO,OLEO COMBUSTIVEL,m3,0.0
2003-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2003-03-01,AM,OLEO COMBUSTIVEL,m3,34490.256122449
2003-03-01,RR,OLEO COMBUSTIVEL,m3,0.0
2003-03-01,PA,OLEO COMBUSTIVEL,m3,55042.6204081633
2003-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2003-03-01,TO,OLEO COMBUSTIVEL,m3,14.9132653061225
2003-03-01,MA,OLEO COMBUSTIVEL,m3,10230.7051020408
2003-03-01,PI,OLEO COMBUSTIVEL,m3,377.0
2003-03-01,CE,OLEO COMBUSTIVEL,m3,784.086734693878
2003-03-01,RN,OLEO COMBUSTIVEL,m3,175.5
2003-03-01,PB,OLEO COMBUSTIVEL,m3,8142.03673469388
2003-03-01,PE,OLEO COMBUSTIVEL,m3,6345.65918367347
2003-03-01,AL,OLEO COMBUSTIVEL,m3,327.55612244898
2003-03-01,SE,OLEO COMBUSTIVEL,m3,584.742857142857
2003-03-01,BA,OLEO COMBUSTIVEL,m3,27946.8520408163
2003-03-01,MG,OLEO COMBUSTIVEL,m3,67176.243877551
2003-03-01,ES,OLEO COMBUSTIVEL,m3,35933.7846938775
2003-03-01,RJ,OLEO COMBUSTIVEL,m3,10428.5193877551
2003-03-01,SP,OLEO COMBUSTIVEL,m3,155209.514285714
2003-03-01,PR,OLEO COMBUSTIVEL,m3,30854.8479591837
2003-03-01,SC,OLEO COMBUSTIVEL,m3,16198.5428571429
2003-03-01,RS,OLEO COMBUSTIVEL,m3,22123.4755102041
2003-03-01,MS,OLEO COMBUSTIVEL,m3,820.373469387755
2003-03-01,MT,OLEO COMBUSTIVEL,m3,32726.7540816326
2003-03-01,GO,OLEO COMBUSTIVEL,m3,29365.9826530612
2003-03-01,DF,OLEO COMBUSTIVEL,m3,893.978571428572
2004-03-01,RO,OLEO COMBUSTIVEL,m3,0.0
2004-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2004-03-01,AM,OLEO COMBUSTIVEL,m3,40711.3775510204
2004-03-01,RR,OLEO COMBUSTIVEL,m3,0.0
2004-03-01,PA,OLEO COMBUSTIVEL,m3,50953.5846938776
2004-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2004-03-01,TO,OLEO COMBUSTIVEL,m3,15.1224489795918
2004-03-01,MA,OLEO COMBUSTIVEL,m3,22237.7632653061
2004-03-01,PI,OLEO COMBUSTIVEL,m3,415.938775510204
2004-03-01,CE,OLEO COMBUSTIVEL,m3,950.226530612245
2004-03-01,RN,OLEO COMBUSTIVEL,m3,1279.15
2004-03-01,PB,OLEO COMBUSTIVEL,m3,682.982653061224
2004-03-01,PE,OLEO COMBUSTIVEL,m3,2256.52142857143
2004-03-01,AL,OLEO COMBUSTIVEL,m3,172.0
2004-03-01,SE,OLEO COMBUSTIVEL,m3,337.405102040816
2004-03-01,BA,OLEO COMBUSTIVEL,m3,24940.1408163265
2004-03-01,MG,OLEO COMBUSTIVEL,m3,61521.506122449
2004-03-01,ES,OLEO COMBUSTIVEL,m3,15976.1255102041
2004-03-01,RJ,OLEO COMBUSTIVEL,m3,6828.34591836735
2004-03-01,SP,OLEO COMBUSTIVEL,m3,118565.486734694
2004-03-01,PR,OLEO COMBUSTIVEL,m3,18184.9010204082
2004-03-01,SC,OLEO COMBUSTIVEL,m3,10650.1530612245
2004-03-01,RS,OLEO COMBUSTIVEL,m3,21244.6653061224
2004-03-01,MS,OLEO COMBUSTIVEL,m3,4822.62551020408
2004-03-01,MT,OLEO COMBUSTIVEL,m3,1139.33469387755
2004-03-01,GO,OLEO COMBUSTIVEL,m3,29542.6367346939
2004-03-01,DF,OLEO COMBUSTIVEL,m3,1105.80612244898
2005-03-01,RO,OLEO COMBUSTIVEL,m3,26.0612244897959
2005-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2005-03-01,AM,OLEO COMBUSTIVEL,m3,35757.1448979592
2005-03-01,RR,OLEO COMBUSTIVEL,m3,0.0
2005-03-01,PA,OLEO COMBUSTIVEL,m3,57056.6336734694
2005-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2005-03-01,TO,OLEO COMBUSTIVEL,m3,14.9489795918367
2005-03-01,MA,OLEO COMBUSTIVEL,m3,10814.8612244898
2005-03-01,PI,OLEO COMBUSTIVEL,m3,92.9581632653061
2005-03-01,CE,OLEO COMBUSTIVEL,m3,6125.75102040816
2005-03-01,RN,OLEO COMBUSTIVEL,m3,200.952040816327
2005-03-01,PB,OLEO COMBUSTIVEL,m3,280.979591836735
2005-03-01,PE,OLEO COMBUSTIVEL,m3,2034.89285714286
2005-03-01,AL,OLEO COMBUSTIVEL,m3,176.122448979592
2005-03-01,SE,OLEO COMBUSTIVEL,m3,216.260204081633
2005-03-01,BA,OLEO COMBUSTIVEL,m3,29836.3724489796
2005-03-01,MG,OLEO COMBUSTIVEL,m3,75715.7408163265
2005-03-01,ES,OLEO COMBUSTIVEL,m3,39901.0989795918
2005-03-01,RJ,OLEO COMBUSTIVEL,m3,6216.05612244898
2005-03-01,SP,OLEO COMBUSTIVEL,m3,103549.653061225
2005-03-01,PR,OLEO COMBUSTIVEL,m3,12692.1765306122
2005-03-01,SC,OLEO COMBUSTIVEL,m3,13064.9755102041
2005-03-01,RS,OLEO COMBUSTIVEL,m3,261370.68877551
2005-03-01,MS,OLEO COMBUSTIVEL,m3,390.40612244898
2005-03-01,MT,OLEO COMBUSTIVEL,m3,198.836734693878
2005-03-01,GO,OLEO COMBUSTIVEL,m3,28434.6591836735
2005-03-01,DF,OLEO COMBUSTIVEL,m3,1188.41836734694
2006-03-01,RO,OLEO COMBUSTIVEL,m3,0.0
2006-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2006-03-01,AM,OLEO COMBUSTIVEL,m3,52165.493877551
2006-03-01,RR,OLEO COMBUSTIVEL,m3,0.0
2006-03-01,PA,OLEO COMBUSTIVEL,m3,79718.7
2006-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2006-03-01,TO,OLEO COMBUSTIVEL,m3,0.0
2006-03-01,MA,OLEO COMBUSTIVEL,m3,15731.0091836735
2006-03-01,PI,OLEO COMBUSTIVEL,m3,1377.79285714286
2006-03-01,CE,OLEO COMBUSTIVEL,m3,311.530612244898
2006-03-01,RN,OLEO COMBUSTIVEL,m3,116.729591836735
2006-03-01,PB,OLEO COMBUSTIVEL,m3,170.15306122449
2006-03-01,PE,OLEO COMBUSTIVEL,m3,1509.9306122449
2006-03-01,AL,OLEO COMBUSTIVEL,m3,171.918367346939
2006-03-01,SE,OLEO COMBUSTIVEL,m3,592.09387755102
2006-03-01,BA,OLEO COMBUSTIVEL,m3,42303.1765306122
2006-03-01,MG,OLEO COMBUSTIVEL,m3,61073.4091836735
2006-03-01,ES,OLEO COMBUSTIVEL,m3,36690.2918367347
2006-03-01,RJ,OLEO COMBUSTIVEL,m3,5785.49081632653
2006-03-01,SP,OLEO COMBUSTIVEL,m3,66013.762244898
2006-03-01,PR,OLEO COMBUSTIVEL,m3,12217.7112244898
2006-03-01,SC,OLEO COMBUSTIVEL,m3,155917.68877551
2006-03-01,RS,OLEO COMBUSTIVEL,m3,15830.6520408163
2006-03-01,MS,OLEO COMBUSTIVEL,m3,158.408163265306
2006-03-01,MT,OLEO COMBUSTIVEL,m3,27.0102040816327
2006-03-01,GO,OLEO COMBUSTIVEL,m3,30760.3459183673
2006-03-01,DF,OLEO COMBUSTIVEL,m3,1262.29489795918
2007-03-01,RO,OLEO COMBUSTIVEL,m3,3.53132576532962
2007-03-01,AC,OLEO COMBUSTIVEL,m3,119.95
2007-03-01,AM,OLEO COMBUSTIVEL,m3,45103.9902027276
2007-03-01,RR,OLEO COMBUSTIVEL,m3,0.252992430617268
2007-03-01,PA,OLEO COMBUSTIVEL,m3,77059.2859056305
2007-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2007-03-01,TO,OLEO COMBUSTIVEL,m3,14.488501778863
2007-03-01,MA,OLEO COMBUSTIVEL,m3,231071.425734962
2007-03-01,PI,OLEO COMBUSTIVEL,m3,131.622
2007-03-01,CE,OLEO COMBUSTIVEL,m3,441.763863879349
2007-03-01,RN,OLEO COMBUSTIVEL,m3,94.81
2007-03-01,PB,OLEO COMBUSTIVEL,m3,92.3686945420639
2007-03-01,PE,OLEO COMBUSTIVEL,m3,1380.75461721696
2007-03-01,AL,OLEO COMBUSTIVEL,m3,105.295001723942
2007-03-01,SE,OLEO COMBUSTIVEL,m3,256.865
2007-03-01,BA,OLEO COMBUSTIVEL,m3,33852.4873118438
2007-03-01,MG,OLEO COMBUSTIVEL,m3,57499.3615824486
2007-03-01,ES,OLEO COMBUSTIVEL,m3,41396.5586958919
2007-03-01,RJ,OLEO COMBUSTIVEL,m3,3180.94479452264
2007-03-01,SP,OLEO COMBUSTIVEL,m3,61908.7444473673
2007-03-01,PR,OLEO COMBUSTIVEL,m3,174334.031526443
2007-03-01,SC,OLEO COMBUSTIVEL,m3,11181.85
2007-03-01,RS,OLEO COMBUSTIVEL,m3,20179.1503627148
2007-03-01,MS,OLEO COMBUSTIVEL,m3,101.44
2007-03-01,MT,OLEO COMBUSTIVEL,m3,0.0509953800115971
2007-03-01,GO,OLEO COMBUSTIVEL,m3,33173.1209012495
2007-03-01,DF,OLEO COMBUSTIVEL,m3,1061.65826916321
2008-03-01,RO,OLEO COMBUSTIVEL,m3,0.0
2008-03-01,AC,OLEO COMBUSTIVEL,m3,0.018087646075357
2008-03-01,AM,OLEO COMBUSTIVEL,m3,69939.8911019484
2008-03-01,RR,OLEO COMBUSTIVEL,m3,0.0
2008-03-01,PA,OLEO COMBUSTIVEL,m3,63359.211
2008-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2008-03-01,TO,OLEO COMBUSTIVEL,m3,1079.66988852839
2008-03-01,MA,OLEO COMBUSTIVEL,m3,12303.7982377842
2008-03-01,PI,OLEO COMBUSTIVEL,m3,165.481
2008-03-01,CE,OLEO COMBUSTIVEL,m3,420.00559496474
2008-03-01,RN,OLEO COMBUSTIVEL,m3,85.95
2008-03-01,PB,OLEO COMBUSTIVEL,m3,146.46
2008-03-01,PE,OLEO COMBUSTIVEL,m3,1530.25419178229
2008-03-01,AL,OLEO COMBUSTIVEL,m3,78.116
2008-03-01,SE,OLEO COMBUSTIVEL,m3,209.330933659799
2008-03-01,BA,OLEO COMBUSTIVEL,m3,43900.5064893431
2008-03-01,MG,OLEO COMBUSTIVEL,m3,57282.675
2008-03-01,ES,OLEO COMBUSTIVEL,m3,25056.054
2008-03-01,RJ,OLEO COMBUSTIVEL,m3,4091.595
2008-03-01,SP,OLEO COMBUSTIVEL,m3,653801.86138505
2008-03-01,PR,OLEO COMBUSTIVEL,m3,8581.98280182106
2008-03-01,SC,OLEO COMBUSTIVEL,m3,10336.099
2008-03-01,RS,OLEO COMBUSTIVEL,m3,13790.568948724
2008-03-01,MS,OLEO COMBUSTIVEL,m3,27.81
2008-03-01,MT,OLEO COMBUSTIVEL,m3,304.176
2008-03-01,GO,OLEO COMBUSTIVEL,m3,30666.5305822604
2008-03-01,DF,OLEO COMBUSTIVEL,m3,1026.51
2009-03-01,RO,OLEO COMBUSTIVEL,m3,20502.309
2009-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2009-03-01,AM,OLEO COMBUSTIVEL,m3,71069.51
2009-03-01,RR,OLEO COMBUSTIVEL,m3,0.0
2009-03-01,PA,OLEO COMBUSTIVEL,m3,78919.568
2009-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2009-03-01,TO,OLEO COMBUSTIVEL,m3,123.724
2009-03-01,MA,OLEO COMBUSTIVEL,m3,12809.333
2009-03-01,PI,OLEO COMBUSTIVEL,m3,568.175
2009-03-01,CE,OLEO COMBUSTIVEL,m3,560.3
2009-03-01,RN,OLEO COMBUSTIVEL,m3,79.97
2009-03-01,PB,OLEO COMBUSTIVEL,m3,114.03
2009-03-01,PE,OLEO COMBUSTIVEL,m3,865.133
2009-03-01,AL,OLEO COMBUSTIVEL,m3,77.59
2009-03-01,SE,OLEO COMBUSTIVEL,m3,206.879
2009-03-01,BA,OLEO COMBUSTIVEL,m3,44796.53
2009-03-01,MG,OLEO COMBUSTIVEL,m3,42811.485
2009-03-01,ES,OLEO COMBUSTIVEL,m3,6207.993
2009-03-01,RJ,OLEO COMBUSTIVEL,m3,47046.846
2009-03-01,SP,OLEO COMBUSTIVEL,m3,50379.624
2009-03-01,PR,OLEO COMBUSTIVEL,m3,8262.952
2009-03-01,SC,OLEO COMBUSTIVEL,m3,7944.351
2009-03-01,RS,OLEO COMBUSTIVEL,m3,12458.31
2009-03-01,MS,OLEO COMBUSTIVEL,m3,625.5
2009-03-01,MT,OLEO COMBUSTIVEL,m3,416.62
2009-03-01,GO,OLEO COMBUSTIVEL,m3,23371.109
2009-03-01,DF,OLEO COMBUSTIVEL,m3,832.2
2010-03-01,RO,OLEO COMBUSTIVEL,m3,31176.348
2010-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2010-03-01,AM,OLEO COMBUSTIVEL,m3,95195.782
2010-03-01,RR,OLEO COMBUSTIVEL,m3,0.0
2010-03-01,PA,OLEO COMBUSTIVEL,m3,842089.442
2010-03-01,AP,OLEO COMBUSTIVEL,m3,28.65
2010-03-01,TO,OLEO COMBUSTIVEL,m3,201.398
2010-03-01,MA,OLEO COMBUSTIVEL,m3,40005.268
2010-03-01,PI,OLEO COMBUSTIVEL,m3,602.765
2010-03-01,CE,OLEO COMBUSTIVEL,m3,751.44
2010-03-01,RN,OLEO COMBUSTIVEL,m3,60.24
2010-03-01,PB,OLEO COMBUSTIVEL,m3,14.39
2010-03-01,PE,OLEO COMBUSTIVEL,m3,1162.747
2010-03-01,AL,OLEO COMBUSTIVEL,m3,80.76
2010-03-01,SE,OLEO COMBUSTIVEL,m3,252.82
2010-03-01,BA,OLEO COMBUSTIVEL,m3,30103.941
2010-03-01,MG,OLEO COMBUSTIVEL,m3,43567.942
2010-03-01,ES,OLEO COMBUSTIVEL,m3,179281.617
2010-03-01,RJ,OLEO COMBUSTIVEL,m3,3072.765
2010-03-01,SP,OLEO COMBUSTIVEL,m3,42190.335
2010-03-01,PR,OLEO COMBUSTIVEL,m3,11625.336
2010-03-01,SC,OLEO COMBUSTIVEL,m3,7573.309
2010-03-01,RS,OLEO COMBUSTIVEL,m3,13753.832
2010-03-01,MS,OLEO COMBUSTIVEL,m3,938.91
2010-03-01,MT,OLEO COMBUSTIVEL,m3,26.96
2010-03-01,GO,OLEO COMBUSTIVEL,m3,22121.393
2010-03-01,DF,OLEO COMBUSTIVEL,m3,1013.67
2011-03-01,RO,OLEO COMBUSTIVEL,m3,0.0
2011-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2011-03-01,AM,OLEO COMBUSTIVEL,m3,52089.944
2011-03-01,RR,OLEO COMBUSTIVEL,m3,209.18
2011-03-01,PA,OLEO COMBUSTIVEL,m3,77731.649
2011-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2011-03-01,TO,OLEO COMBUSTIVEL,m3,0.0
2011-03-01,MA,OLEO COMBUSTIVEL,m3,30354.654
2011-03-01,PI,OLEO COMBUSTIVEL,m3,307.46
2011-03-01,CE,OLEO COMBUSTIVEL,m3,386.39
2011-03-01,RN,OLEO COMBUSTIVEL,m3,50.0
2011-03-01,PB,OLEO COMBUSTIVEL,m3,326.51
2011-03-01,PE,OLEO COMBUSTIVEL,m3,1533.2
2011-03-01,AL,OLEO COMBUSTIVEL,m3,84.54
2011-03-01,SE,OLEO COMBUSTIVEL,m3,268.77
2011-03-01,BA,OLEO COMBUSTIVEL,m3,27212.617
2011-03-01,MG,OLEO COMBUSTIVEL,m3,372094.339
2011-03-01,ES,OLEO COMBUSTIVEL,m3,2277.866
2011-03-01,RJ,OLEO COMBUSTIVEL,m3,2775.706
2011-03-01,SP,OLEO COMBUSTIVEL,m3,45244.274
2011-03-01,PR,OLEO COMBUSTIVEL,m3,7947.48
2011-03-01,SC,OLEO COMBUSTIVEL,m3,11167.048
2011-03-01,RS,OLEO COMBUSTIVEL,m3,11273.847
2011-03-01,MS,OLEO COMBUSTIVEL,m3,757.19
2011-03-01,MT,OLEO COMBUSTIVEL,m3,165.46
2011-03-01,GO,OLEO COMBUSTIVEL,m3,21955.619
2011-03-01,DF,OLEO COMBUSTIVEL,m3,537.42
2012-03-01,RO,OLEO COMBUSTIVEL,m3,0.0
2012-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2012-03-01,AM,OLEO COMBUSTIVEL,m3,402629.893
2012-03-01,RR,OLEO COMBUSTIVEL,m3,61.36
2012-03-01,PA,OLEO COMBUSTIVEL,m3,59964.147
2012-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2012-03-01,TO,OLEO COMBUSTIVEL,m3,30.86
2012-03-01,MA,OLEO COMBUSTIVEL,m3,32646.685
2012-03-01,PI,OLEO COMBUSTIVEL,m3,653.03
2012-03-01,CE,OLEO COMBUSTIVEL,m3,1021.12
2012-03-01,RN,OLEO COMBUSTIVEL,m3,46.76
2012-03-01,PB,OLEO COMBUSTIVEL,m3,2762.049
2012-03-01,PE,OLEO COMBUSTIVEL,m3,1175.22
2012-03-01,AL,OLEO COMBUSTIVEL,m3,111.43
2012-03-01,SE,OLEO COMBUSTIVEL,m3,198.22
2012-03-01,BA,OLEO COMBUSTIVEL,m3,447334.468
2012-03-01,MG,OLEO COMBUSTIVEL,m3,23310.654
2012-03-01,ES,OLEO COMBUSTIVEL,m3,25315.454
2012-03-01,RJ,OLEO COMBUSTIVEL,m3,2001.75
2012-03-01,SP,OLEO COMBUSTIVEL,m3,31061.762
2012-03-01,PR,OLEO COMBUSTIVEL,m3,7689.146
2012-03-01,SC,OLEO COMBUSTIVEL,m3,5189.941
2012-03-01,RS,OLEO COMBUSTIVEL,m3,10742.611
2012-03-01,MS,OLEO COMBUSTIVEL,m3,572.77
2012-03-01,MT,OLEO COMBUSTIVEL,m3,720.49
2012-03-01,GO,OLEO COMBUSTIVEL,m3,30199.156
2012-03-01,DF,OLEO COMBUSTIVEL,m3,716.47
2013-03-01,RO,OLEO COMBUSTIVEL,m3,0.0
2013-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2013-03-01,AM,OLEO COMBUSTIVEL,m3,24889.319
2013-03-01,RR,OLEO COMBUSTIVEL,m3,123.82
2013-03-01,PA,OLEO COMBUSTIVEL,m3,70715.908
2013-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2013-03-01,TO,OLEO COMBUSTIVEL,m3,270.64
2013-03-01,MA,OLEO COMBUSTIVEL,m3,22405.507
2013-03-01,PI,OLEO COMBUSTIVEL,m3,172.22
2013-03-01,CE,OLEO COMBUSTIVEL,m3,14799.7
2013-03-01,RN,OLEO COMBUSTIVEL,m3,59.39
2013-03-01,PB,OLEO COMBUSTIVEL,m3,31130.31
2013-03-01,PE,OLEO COMBUSTIVEL,m3,41010.52
2013-03-01,AL,OLEO COMBUSTIVEL,m3,41.826
2013-03-01,SE,OLEO COMBUSTIVEL,m3,1955.835
2013-03-01,BA,OLEO COMBUSTIVEL,m3,46338.811
2013-03-01,MG,OLEO COMBUSTIVEL,m3,25505.1
2013-03-01,ES,OLEO COMBUSTIVEL,m3,27048.252
2013-03-01,RJ,OLEO COMBUSTIVEL,m3,1887.632
2013-03-01,SP,OLEO COMBUSTIVEL,m3,31217.289
2013-03-01,PR,OLEO COMBUSTIVEL,m3,15180.348
2013-03-01,SC,OLEO COMBUSTIVEL,m3,6017.381
2013-03-01,RS,OLEO COMBUSTIVEL,m3,7280.501
2013-03-01,MS,OLEO COMBUSTIVEL,m3,4468.51
2013-03-01,MT,OLEO COMBUSTIVEL,m3,236.0
2013-03-01,GO,OLEO COMBUSTIVEL,m3,25491.599
2013-03-01,DF,OLEO COMBUSTIVEL,m3,805.365
2014-03-01,RO,OLEO COMBUSTIVEL,m3,0.0
2014-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2014-03-01,AM,OLEO COMBUSTIVEL,m3,13788.658
2014-03-01,RR,OLEO COMBUSTIVEL,m3,0.0
2014-03-01,PA,OLEO COMBUSTIVEL,m3,99639.623
2014-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2014-03-01,TO,OLEO COMBUSTIVEL,m3,215.85
2014-03-01,MA,OLEO COMBUSTIVEL,m3,46507.284
2014-03-01,PI,OLEO COMBUSTIVEL,m3,219.96
2014-03-01,CE,OLEO COMBUSTIVEL,m3,17790.115
2014-03-01,RN,OLEO COMBUSTIVEL,m3,57.441
2014-03-01,PB,OLEO COMBUSTIVEL,m3,54811.54
2014-03-01,PE,OLEO COMBUSTIVEL,m3,54105.647
2014-03-01,AL,OLEO COMBUSTIVEL,m3,788.04
2014-03-01,SE,OLEO COMBUSTIVEL,m3,141.41
2014-03-01,BA,OLEO COMBUSTIVEL,m3,90835.182
2014-03-01,MG,OLEO COMBUSTIVEL,m3,34053.935
2014-03-01,ES,OLEO COMBUSTIVEL,m3,27797.62
2014-03-01,RJ,OLEO COMBUSTIVEL,m3,2853.508
2014-03-01,SP,OLEO COMBUSTIVEL,m3,29134.157
2014-03-01,PR,OLEO COMBUSTIVEL,m3,5840.243
2014-03-01,SC,OLEO COMBUSTIVEL,m3,6620.415
2014-03-01,RS,OLEO COMBUSTIVEL,m3,11283.416
2014-03-01,MS,OLEO COMBUSTIVEL,m3,7657.0
2014-03-01,MT,OLEO COMBUSTIVEL,m3,360.43
2014-03-01,GO,OLEO COMBUSTIVEL,m3,28124.173
2014-03-01,DF,OLEO COMBUSTIVEL,m3,3422.85
2015-03-01,RO,OLEO COMBUSTIVEL,m3,0.0
2015-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2015-03-01,AM,OLEO COMBUSTIVEL,m3,2834.253
2015-03-01,RR,OLEO COMBUSTIVEL,m3,0.0
2015-03-01,PA,OLEO COMBUSTIVEL,m3,79511.225
2015-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2015-03-01,TO,OLEO COMBUSTIVEL,m3,137.01
2015-03-01,MA,OLEO COMBUSTIVEL,m3,34126.06
2015-03-01,PI,OLEO COMBUSTIVEL,m3,85.97
2015-03-01,CE,OLEO COMBUSTIVEL,m3,22605.88
2015-03-01,RN,OLEO COMBUSTIVEL,m3,42.92
2015-03-01,PB,OLEO COMBUSTIVEL,m3,49210.43
2015-03-01,PE,OLEO COMBUSTIVEL,m3,541371.872
2015-03-01,AL,OLEO COMBUSTIVEL,m3,42.33
2015-03-01,SE,OLEO COMBUSTIVEL,m3,82.66
2015-03-01,BA,OLEO COMBUSTIVEL,m3,47442.171
2015-03-01,MG,OLEO COMBUSTIVEL,m3,15272.394
2015-03-01,ES,OLEO COMBUSTIVEL,m3,14579.317
2015-03-01,RJ,OLEO COMBUSTIVEL,m3,2016.359
2015-03-01,SP,OLEO COMBUSTIVEL,m3,21735.52
2015-03-01,PR,OLEO COMBUSTIVEL,m3,9785.609
2015-03-01,SC,OLEO COMBUSTIVEL,m3,4533.721
2015-03-01,RS,OLEO COMBUSTIVEL,m3,7001.902
2015-03-01,MS,OLEO COMBUSTIVEL,m3,5436.38
2015-03-01,MT,OLEO COMBUSTIVEL,m3,188.39
2015-03-01,GO,OLEO COMBUSTIVEL,m3,229666.545
2015-03-01,DF,OLEO COMBUSTIVEL,m3,66.9
2016-03-01,RO,OLEO COMBUSTIVEL,m3,0.0
2016-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2016-03-01,AM,OLEO COMBUSTIVEL,m3,2690.555
2016-03-01,RR,OLEO COMBUSTIVEL,m3,0.0
2016-03-01,PA,OLEO COMBUSTIVEL,m3,59552.55
2016-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2016-03-01,TO,OLEO COMBUSTIVEL,m3,0.0
2016-03-01,MA,OLEO COMBUSTIVEL,m3,27080.983
2016-03-01,PI,OLEO COMBUSTIVEL,m3,57.69
2016-03-01,CE,OLEO COMBUSTIVEL,m3,5154.28
2016-03-01,RN,OLEO COMBUSTIVEL,m3,0.0
2016-03-01,PB,OLEO COMBUSTIVEL,m3,226140.255
2016-03-01,PE,OLEO COMBUSTIVEL,m3,29478.424
2016-03-01,AL,OLEO COMBUSTIVEL,m3,14.06
2016-03-01,SE,OLEO COMBUSTIVEL,m3,89.65
2016-03-01,BA,OLEO COMBUSTIVEL,m3,14808.435
2016-03-01,MG,OLEO COMBUSTIVEL,m3,14787.401
2016-03-01,ES,OLEO COMBUSTIVEL,m3,2646.57
2016-03-01,RJ,OLEO COMBUSTIVEL,m3,1541.947
2016-03-01,SP,OLEO COMBUSTIVEL,m3,18536.434
2016-03-01,PR,OLEO COMBUSTIVEL,m3,19720.767
2016-03-01,SC,OLEO COMBUSTIVEL,m3,3899.391
2016-03-01,RS,OLEO COMBUSTIVEL,m3,4453.057
2016-03-01,MS,OLEO COMBUSTIVEL,m3,4470.93
2016-03-01,MT,OLEO COMBUSTIVEL,m3,0.0
2016-03-01,GO,OLEO COMBUSTIVEL,m3,17058.865
2016-03-01,DF,OLEO COMBUSTIVEL,m3,31.37
2017-03-01,RO,OLEO COMBUSTIVEL,m3,0.0
2017-03-01,AC,OLEO COMBUSTIVEL,m3,0.0
2017-03-01,AM,OLEO COMBUSTIVEL,m3,2961.939
2017-03-01,RR,OLEO COMBUSTIVEL,m3,54.69
2017-03-01,PA,OLEO COMBUSTIVEL,m3,68554.14
2017-03-01,AP,OLEO COMBUSTIVEL,m3,0.0
2017-03-01,TO,OLEO COMBUSTIVEL,m3,0.0
2017-03-01,MA,OLEO COMBUSTIVEL,m3,27056.23
2017-03-01,PI,OLEO COMBUSTIVEL,m3,52.89
2017-03-01,CE,OLEO COMBUSTIVEL,m3,2175.88
2017-03-01,RN,OLEO COMBUSTIVEL,m3,0.0
