year_month,uf,product,unit,volume
2000-06-01,MT,GASOLINA DE AVIACAO,m3,734.449
2000-06-01,GO,GASOLINA DE AVIACAO,m3,117.225
2000-06-01,DF,GASOLINA DE AVIACAO,m3,68.719
2001-06-01,RO,GASOLINA DE AVIACAO,m3,32.0
2001-06-01,AC,GASOLINA DE AVIACAO,m3,0.0
2001-06-01,AM,GASOLINA DE AVIACAO,m3,111.326
2001-06-01,RR,GASOLINA DE AVIACAO,m3,1.919
2001-06-01,PA,GASOLINA DE AVIACAO,m3,645.567
2001-06-01,AP,GASOLINA DE AVIACAO,m3,13.921
2001-06-01,TO,GASOLINA DE AVIACAO,m3,47.0
2001-06-01,MA,GASOLINA DE AVIACAO,m3,54.246
2001-06-01,PI,GASOLINA DE AVIACAO,m3,57.237
2001-06-01,CE,GASOLINA DE AVIACAO,m3,611.599
2001-06-01,RN,GASOLINA DE AVIACAO,m3,21.576
2001-06-01,PB,GASOLINA DE AVIACAO,m3,1.798
2001-06-01,PE,GASOLINA DE AVIACAO,m3,278.949
2001-06-01,AL,GASOLINA DE AVIACAO,m3,0.052
2001-06-01,SE,GASOLINA DE AVIACAO,m3,10.0
2001-06-01,BA,GASOLINA DE AVIACAO,m3,45.485
2001-06-01,MG,GASOLINA DE AVIACAO,m3,186.383
2001-06-01,ES,GASOLINA DE AVIACAO,m3,3.178
2001-06-01,RJ,GASOLINA DE AVIACAO,m3,78.799
2001-06-01,SP,GASOLINA DE AVIACAO,m3,3219.495
2001-06-01,PR,GASOLINA DE AVIACAO,m3,225.054
2001-06-01,SC,GASOLINA DE AVIACAO,m3,61.438
2001-06-01,RS,GASOLINA DE AVIACAO,m3,5820.509
2001-06-01,MS,GASOLINA DE AVIACAO,m3,360.093
2001-06-01,MT,GASOLINA DE AVIACAO,m3,782.118
2001-06-01,GO,GASOLINA DE AVIACAO,m3,241.436
2001-06-01,DF,GASOLINA DE AVIACAO,m3,38.808
2002-06-01,RO,GASOLINA DE AVIACAO,m3,59.73
2002-06-01,AC,GASOLINA DE AVIACAO,m3,0.0
2002-06-01,AM,GASOLINA DE AVIACAO,m3,116.644
2002-06-01,RR,GASOLINA DE AVIACAO,m3,90.321
2002-06-01,PA,GASOLINA DE AVIACAO,m3,370.188
2002-06-01,AP,GASOLINA DE AVIACAO,m3,13.67
2002-06-01,TO,GASOLINA DE AVIACAO,m3,106.012
2002-06-01,MA,GASOLINA DE AVIACAO,m3,38.005
2002-06-01,PI,GASOLINA DE AVIACAO,m3,439.585
2002-06-01,CE,GASOLINA DE AVIACAO,m3,105.738
2002-06-01,RN,GASOLINA DE AVIACAO,m3,22.019
2002-06-01,PB,GASOLINA DE AVIACAO,m3,3.984
2002-06-01,PE,GASOLINA DE AVIACAO,m3,134.824
2002-06-01,AL,GASOLINA DE AVIACAO,m3,10.726
2002-06-01,SE,GASOLINA DE AVIACAO,m3,0.0
2002-06-01,BA,GASOLINA DE AVIACAO,m3,176.346
2002-06-01,MG,GASOLINA DE AVIACAO,m3,165.914
2002-06-01,ES,GASOLINA DE AVIACAO,m3,1.273
2002-06-01,RJ,GASOLINA DE AVIACAO,m3,134.331
2002-06-01,SP,GASOLINA DE AVIACAO,m3,2566.517
2002-06-01,PR,GASOLINA DE AVIACAO,m3,165.378
2002-06-01,SC,GASOLINA DE AVIACAO,m3,789.847
2002-06-01,RS,GASOLINA DE AVIACAO,m3,1115.778
2002-06-01,MS,GASOLINA DE AVIACAO,m3,350.639
2002-06-01,MT,GASOLINA DE AVIACAO,m3,773.376
2002-06-01,GO,GASOLINA DE AVIACAO,m3,342.307
2002-06-01,DF,GASOLINA DE AVIACAO,m3,14.224
2003-06-01,RO,GASOLINA DE AVIACAO,m3,61.662
2003-06-01,AC,GASOLINA DE AVIACAO,m3,0.0
2003-06-01,AM,GASOLINA DE AVIACAO,m3,87.514
2003-06-01,RR,GASOLINA DE AVIACAO,m3,31.464
2003-06-01,PA,GASOLINA DE AVIACAO,m3,155.032
2003-06-01,AP,GASOLINA DE AVIACAO,m3,35.68
2003-06-01,TO,GASOLINA DE AVIACAO,m3,96.014
2003-06-01,MA,GASOLINA DE AVIACAO,m3,972.071
2003-06-01,PI,GASOLINA DE AVIACAO,m3,57.612
2003-06-01,CE,GASOLINA DE AVIACAO,m3,77.022
2003-06-01,RN,GASOLINA DE AVIACAO,m3,2.006
2003-06-01,PB,GASOLINA DE AVIACAO,m3,1.009
2003-06-01,PE,GASOLINA DE AVIACAO,m3,50.279
2003-06-01,AL,GASOLINA DE AVIACAO,m3,10.29
2003-06-01,SE,GASOLINA DE AVIACAO,m3,0.915
2003-06-01,BA,GASOLINA DE AVIACAO,m3,148.886
2003-06-01,MG,GASOLINA DE AVIACAO,m3,226.381
2003-06-01,ES,GASOLINA DE AVIACAO,m3,0.973
2003-06-01,RJ,GASOLINA DE AVIACAO,m3,110.083
2003-06-01,SP,GASOLINA DE AVIACAO,m3,826.468
2003-06-01,PR,GASOLINA DE AVIACAO,m3,5186.026
2003-06-01,SC,GASOLINA DE AVIACAO,m3,22.826
2003-06-01,RS,GASOLINA DE AVIACAO,m3,318.241
2003-06-01,MS,GASOLINA DE AVIACAO,m3,284.379
2003-06-01,MT,GASOLINA DE AVIACAO,m3,686.956
2003-06-01,GO,GASOLINA DE AVIACAO,m3,302.848
2003-06-01,DF,GASOLINA DE AVIACAO,m3,47.404
2004-06-01,RO,GASOLINA DE AVIACAO,m3,61.964
2004-06-01,AC,GASOLINA DE AVIACAO,m3,59.979
2004-06-01,AM,GASOLINA DE AVIACAO,m3,94.892
2004-06-01,RR,GASOLINA DE AVIACAO,m3,75.83
2004-06-01,PA,GASOLINA DE AVIACAO,m3,112.567
2004-06-01,AP,GASOLINA DE AVIACAO,m3,36.486
2004-06-01,TO,GASOLINA DE AVIACAO,m3,1078.31
2004-06-01,MA,GASOLINA DE AVIACAO,m3,82.855
2004-06-01,PI,GASOLINA DE AVIACAO,m3,32.047
2004-06-01,CE,GASOLINA DE AVIACAO,m3,65.712
2004-06-01,RN,GASOLINA DE AVIACAO,m3,14.386
2004-06-01,PB,GASOLINA DE AVIACAO,m3,15.906
2004-06-01,PE,GASOLINA DE AVIACAO,m3,59.81
2004-06-01,AL,GASOLINA DE AVIACAO,m3,4.64
2004-06-01,SE,GASOLINA DE AVIACAO,m3,0.0
2004-06-01,BA,GASOLINA DE AVIACAO,m3,389.068
2004-06-01,MG,GASOLINA DE AVIACAO,m3,221.442
2004-06-01,ES,GASOLINA DE AVIACAO,m3,0.603
2004-06-01,RJ,GASOLINA DE AVIACAO,m3,105.082
2004-06-01,SP,GASOLINA DE AVIACAO,m3,13336.256
2004-06-01,PR,GASOLINA DE AVIACAO,m3,267.114
2004-06-01,SC,GASOLINA DE AVIACAO,m3,41.361
2004-06-01,RS,GASOLINA DE AVIACAO,m3,731.825
2004-06-01,MS,GASOLINA DE AVIACAO,m3,164.287
2004-06-01,MT,GASOLINA DE AVIACAO,m3,654.023
2004-06-01,GO,GASOLINA DE AVIACAO,m3,288.888
2004-06-01,DF,GASOLINA DE AVIACAO,m3,37.788
2005-06-01,RO,GASOLINA DE AVIACAO,m3,61.856
2005-06-01,AC,GASOLINA DE AVIACAO,m3,33.759
2005-06-01,AM,GASOLINA DE AVIACAO,m3,85.761
2005-06-01,RR,GASOLINA DE AVIACAO,m3,77.086
2005-06-01,PA,GASOLINA DE AVIACAO,m3,278.898
2005-06-01,AP,GASOLINA DE AVIACAO,m3,490.218
2005-06-01,TO,GASOLINA DE AVIACAO,m3,75.469
2005-06-01,MA,GASOLINA DE AVIACAO,m3,48.183
2005-06-01,PI,GASOLINA DE AVIACAO,m3,30.72
2005-06-01,CE,GASOLINA DE AVIACAO,m3,80.197
2005-06-01,RN,GASOLINA DE AVIACAO,m3,25.321
2005-06-01,PB,GASOLINA DE AVIACAO,m3,6.683
2005-06-01,PE,GASOLINA DE AVIACAO,m3,50.166
2005-06-01,AL,GASOLINA DE AVIACAO,m3,9.389
2005-06-01,SE,GASOLINA DE AVIACAO,m3,10.183
2005-06-01,BA,GASOLINA DE AVIACAO,m3,331.173
2005-06-01,MG,GASOLINA DE AVIACAO,m3,108.834
2005-06-01,ES,GASOLINA DE AVIACAO,m3,9.06
2005-06-01,RJ,GASOLINA DE AVIACAO,m3,1027.021
2005-06-01,SP,GASOLINA DE AVIACAO,m3,2008.923
2005-06-01,PR,GASOLINA DE AVIACAO,m3,285.448
2005-06-01,SC,GASOLINA DE AVIACAO,m3,22.088
2005-06-01,RS,GASOLINA DE AVIACAO,m3,204.188
2005-06-01,MS,GASOLINA DE AVIACAO,m3,229.906
2005-06-01,MT,GASOLINA DE AVIACAO,m3,314.24
2005-06-01,GO,GASOLINA DE AVIACAO,m3,119.495
2005-06-01,DF,GASOLINA DE AVIACAO,m3,34.305
2006-06-01,RO,GASOLINA DE AVIACAO,m3,20.0
2006-06-01,AC,GASOLINA DE AVIACAO,m3,59.64
2006-06-01,AM,GASOLINA DE AVIACAO,m3,63.075
2006-06-01,RR,GASOLINA DE AVIACAO,m3,61.599
2006-06-01,PA,GASOLINA DE AVIACAO,m3,2949.627
2006-06-01,AP,GASOLINA DE AVIACAO,m3,25.683
2006-06-01,TO,GASOLINA DE AVIACAO,m3,42.587
2006-06-01,MA,GASOLINA DE AVIACAO,m3,37.023
2006-06-01,PI,GASOLINA DE AVIACAO,m3,39.478
2006-06-01,CE,GASOLINA DE AVIACAO,m3,57.34
2006-06-01,RN,GASOLINA DE AVIACAO,m3,6.787
2006-06-01,PB,GASOLINA DE AVIACAO,m3,21.662
2006-06-01,PE,GASOLINA DE AVIACAO,m3,101.823
2006-06-01,AL,GASOLINA DE AVIACAO,m3,12.933
2006-06-01,SE,GASOLINA DE AVIACAO,m3,0.703
2006-06-01,BA,GASOLINA DE AVIACAO,m3,181.601
2006-06-01,MG,GASOLINA DE AVIACAO,m3,178.786
2006-06-01,ES,GASOLINA DE AVIACAO,m3,142.703
2006-06-01,RJ,GASOLINA DE AVIACAO,m3,120.157
2006-06-01,SP,GASOLINA DE AVIACAO,m3,1445.484
2006-06-01,PR,GASOLINA DE AVIACAO,m3,99.858
2006-06-01,SC,GASOLINA DE AVIACAO,m3,50.934
2006-06-01,RS,GASOLINA DE AVIACAO,m3,159.98
2006-06-01,MS,GASOLINA DE AVIACAO,m3,179.454
2006-06-01,MT,GASOLINA DE AVIACAO,m3,303.586
2006-06-01,GO,GASOLINA DE AVIACAO,m3,163.556
2006-06-01,DF,GASOLINA DE AVIACAO,m3,49.387
2007-06-01,RO,GASOLINA DE AVIACAO,m3,34.7063324783111
2007-06-01,AC,GASOLINA DE AVIACAO,m3,60.0636681258351
2007-06-01,AM,GASOLINA DE AVIACAO,m3,88.7195458514098
2007-06-01,RR,GASOLINA DE AVIACAO,m3,400.220849626713
2007-06-01,PA,GASOLINA DE AVIACAO,m3,376.960452268722
2007-06-01,AP,GASOLINA DE AVIACAO,m3,23.4732724214302
2007-06-01,TO,GASOLINA DE AVIACAO,m3,75.6257609444518
2007-06-01,MA,GASOLINA DE AVIACAO,m3,40.498302875226
2007-06-01,PI,GASOLINA DE AVIACAO,m3,53.5582159824996
2007-06-01,CE,GASOLINA DE AVIACAO,m3,40.5918380161007
2007-06-01,RN,GASOLINA DE AVIACAO,m3,52.0931679454561
2007-06-01,PB,GASOLINA DE AVIACAO,m3,10.7030663581096
2007-06-01,PE,GASOLINA DE AVIACAO,m3,65.4284672304191
2007-06-01,AL,GASOLINA DE AVIACAO,m3,8.94429960781589
2007-06-01,SE,GASOLINA DE AVIACAO,m3,1.01869649961842
2007-06-01,BA,GASOLINA DE AVIACAO,m3,328.834355698502
2007-06-01,MG,GASOLINA DE AVIACAO,m3,2811.16834192658
2007-06-01,ES,GASOLINA DE AVIACAO,m3,7.25159717249113
2007-06-01,RJ,GASOLINA DE AVIACAO,m3,129.898663093114
2007-06-01,SP,GASOLINA DE AVIACAO,m3,847.725389377536
2007-06-01,PR,GASOLINA DE AVIACAO,m3,335.424982050618
2007-06-01,SC,GASOLINA DE AVIACAO,m3,62.8021444264446
2007-06-01,RS,GASOLINA DE AVIACAO,m3,181.084824504726
2007-06-01,MS,GASOLINA DE AVIACAO,m3,149.542067547421
2007-06-01,MT,GASOLINA DE AVIACAO,m3,640.27434536962
2007-06-01,GO,GASOLINA DE AVIACAO,m3,287.573639073894
2007-06-01,DF,GASOLINA DE AVIACAO,m3,41.3136340876888
2008-06-01,RO,GASOLINA DE AVIACAO,m3,24.4075409110429
2008-06-01,AC,GASOLINA DE AVIACAO,m3,118.315964503428
2008-06-01,AM,GASOLINA DE AVIACAO,m3,1454.64457901068
2008-06-01,RR,GASOLINA DE AVIACAO,m3,44.6520859389513
2008-06-01,PA,GASOLINA DE AVIACAO,m3,363.113668812348
2008-06-01,AP,GASOLINA DE AVIACAO,m3,46.4389222521237
2008-06-01,TO,GASOLINA DE AVIACAO,m3,108.903220894861
2008-06-01,MA,GASOLINA DE AVIACAO,m3,83.0384361405477
2008-06-01,PI,GASOLINA DE AVIACAO,m3,57.2097680272613
2008-06-01,CE,GASOLINA DE AVIACAO,m3,54.7888954102632
2008-06-01,RN,GASOLINA DE AVIACAO,m3,-16.7487539796137
2008-06-01,PB,GASOLINA DE AVIACAO,m3,16.1698289354354
2008-06-01,PE,GASOLINA DE AVIACAO,m3,44.6825944628027
2008-06-01,AL,GASOLINA DE AVIACAO,m3,26.2177223052777
2008-06-01,SE,GASOLINA DE AVIACAO,m3,15.4364006346914
2008-06-01,BA,GASOLINA DE AVIACAO,m3,2915.07161993535
2008-06-01,MG,GASOLINA DE AVIACAO,m3,283.523132578524
2008-06-01,ES,GASOLINA DE AVIACAO,m3,17.3641349531951
2008-06-01,RJ,GASOLINA DE AVIACAO,m3,103.33099903454
2008-06-01,SP,GASOLINA DE AVIACAO,m3,877.75439550455
2008-06-01,PR,GASOLINA DE AVIACAO,m3,328.062460805404
2008-06-01,SC,GASOLINA DE AVIACAO,m3,66.5779379526105
2008-06-01,RS,GASOLINA DE AVIACAO,m3,208.920596951814
2008-06-01,MS,GASOLINA DE AVIACAO,m3,240.554076203818
2008-06-01,MT,GASOLINA DE AVIACAO,m3,655.88801149291
2008-06-01,GO,GASOLINA DE AVIACAO,m3,327.112691261158
2008-06-01,DF,GASOLINA DE AVIACAO,m3,40.4271326381302
2009-06-01,RO,GASOLINA DE AVIACAO,m3,63.5409383742754
2009-06-01,AC,GASOLINA DE AVIACAO,m3,838.641319233074
2009-06-01,AM,GASOLINA DE AVIACAO,m3,207.861592584585
2009-06-01,RR,GASOLINA DE AVIACAO,m3,80.040039713064
2009-06-01,PA,GASOLINA DE AVIACAO,m3,198.625617744247
2009-06-01,AP,GASOLINA DE AVIACAO,m3,51.6023414541931
2009-06-01,TO,GASOLINA DE AVIACAO,m3,164.307202393679
2009-06-01,MA,GASOLINA DE AVIACAO,m3,50.392145850062
2009-06-01,PI,GASOLINA DE AVIACAO,m3,52.5035669619296
2009-06-01,CE,GASOLINA DE AVIACAO,m3,72.1590787835161
2009-06-01,RN,GASOLINA DE AVIACAO,m3,29.8635029644349
2009-06-01,PB,GASOLINA DE AVIACAO,m3,12.0368918032539
2009-06-01,PE,GASOLINA DE AVIACAO,m3,48.6239252063062
2009-06-01,AL,GASOLINA DE AVIACAO,m3,16.6471708248428
2009-06-01,SE,GASOLINA DE AVIACAO,m3,70.5095070108415
2009-06-01,BA,GASOLINA DE AVIACAO,m3,333.036449886126
2009-06-01,MG,GASOLINA DE AVIACAO,m3,311.166177908108
2009-06-01,ES,GASOLINA DE AVIACAO,m3,15.342817492613
2009-06-01,RJ,GASOLINA DE AVIACAO,m3,121.465360459418
2009-06-01,SP,GASOLINA DE AVIACAO,m3,1028.64479795819
2009-06-01,PR,GASOLINA DE AVIACAO,m3,317.940468543377
2009-06-01,SC,GASOLINA DE AVIACAO,m3,77.6168399759697
2009-06-01,RS,GASOLINA DE AVIACAO,m3,194.621400198217
2009-06-01,MS,GASOLINA DE AVIACAO,m3,260.297555410105
2009-06-01,MT,GASOLINA DE AVIACAO,m3,501.114841533631
2009-06-01,GO,GASOLINA DE AVIACAO,m3,386.114960217465
2009-06-01,DF,GASOLINA DE AVIACAO,m3,28.6206957904476
2010-06-01,RO,GASOLINA DE AVIACAO,m3,978.991404137155
2010-06-01,AC,GASOLINA DE AVIACAO,m3,105.05047955928
2010-06-01,AM,GASOLINA DE AVIACAO,m3,128.960765864969
2010-06-01,RR,GASOLINA DE AVIACAO,m3,43.0301661074848
2010-06-01,PA,GASOLINA DE AVIACAO,m3,463.731858175682
2010-06-01,AP,GASOLINA DE AVIACAO,m3,71.3929610050298
2010-06-01,TO,GASOLINA DE AVIACAO,m3,181.751035798576
2010-06-01,MA,GASOLINA DE AVIACAO,m3,54.013160438007
2010-06-01,PI,GASOLINA DE AVIACAO,m3,85.228525495045
2010-06-01,CE,GASOLINA DE AVIACAO,m3,83.3762592727812
2010-06-01,RN,GASOLINA DE AVIACAO,m3,45.2089849913808
2010-06-01,PB,GASOLINA DE AVIACAO,m3,17.1974756289103
2010-06-01,PE,GASOLINA DE AVIACAO,m3,59.5820937870395
2010-06-01,AL,GASOLINA DE AVIACAO,m3,228.848854972056
2010-06-01,SE,GASOLINA DE AVIACAO,m3,4.72124411337401
2010-06-01,BA,GASOLINA DE AVIACAO,m3,282.764125888208
2010-06-01,MG,GASOLINA DE AVIACAO,m3,301.328923132446
2010-06-01,ES,GASOLINA DE AVIACAO,m3,15.7562009849858
2010-06-01,RJ,GASOLINA DE AVIACAO,m3,70.1616007907082
2010-06-01,SP,GASOLINA DE AVIACAO,m3,1235.64737497038
2010-06-01,PR,GASOLINA DE AVIACAO,m3,443.440964921178
2010-06-01,SC,GASOLINA DE AVIACAO,m3,84.5736583212782
2010-06-01,RS,GASOLINA DE AVIACAO,m3,190.915246303037
2010-06-01,MS,GASOLINA DE AVIACAO,m3,243.821443016636
2010-06-01,MT,GASOLINA DE AVIACAO,m3,429.408282524145
2010-06-01,GO,GASOLINA DE AVIACAO,m3,575.581590783783
2010-06-01,DF,GASOLINA DE AVIACAO,m3,780.130297568974
2011-06-01,RO,GASOLINA DE AVIACAO,m3,85.3808697963718
2011-06-01,AC,GASOLINA DE AVIACAO,m3,101.049858650338
2011-06-01,AM,GASOLINA DE AVIACAO,m3,153.412943417265
2011-06-01,RR,GASOLINA DE AVIACAO,m3,113.408456137842
2011-06-01,PA,GASOLINA DE AVIACAO,m3,407.793271043999
2011-06-01,AP,GASOLINA DE AVIACAO,m3,44.0927371818071
2011-06-01,TO,GASOLINA DE AVIACAO,m3,96.4203407483886
2011-06-01,MA,GASOLINA DE AVIACAO,m3,9.90157205132792
2011-06-01,PI,GASOLINA DE AVIACAO,m3,60.4553432945607
2011-06-01,CE,GASOLINA DE AVIACAO,m3,102.528394500495
2011-06-01,RN,GASOLINA DE AVIACAO,m3,28.9260292411119
2011-06-01,PB,GASOLINA DE AVIACAO,m3,25.731042881382
2011-06-01,PE,GASOLINA DE AVIACAO,m3,912.510640795204
2011-06-01,AL,GASOLINA DE AVIACAO,m3,18.7100989912427
2011-06-01,SE,GASOLINA DE AVIACAO,m3,4.81280388953932
2011-06-01,BA,GASOLINA DE AVIACAO,m3,200.948887410254
2011-06-01,MG,GASOLINA DE AVIACAO,m3,331.881094475205
2011-06-01,ES,GASOLINA DE AVIACAO,m3,20.3080748182886
2011-06-01,RJ,GASOLINA DE AVIACAO,m3,49.6273056392337
2011-06-01,SP,GASOLINA DE AVIACAO,m3,1349.13160109254
2011-06-01,PR,GASOLINA DE AVIACAO,m3,611.82720761465
2011-06-01,SC,GASOLINA DE AVIACAO,m3,98.1204805383378
2011-06-01,RS,GASOLINA DE AVIACAO,m3,384.935243157563
2011-06-01,MS,GASOLINA DE AVIACAO,m3,326.457803358509
2011-06-01,MT,GASOLINA DE AVIACAO,m3,521.811128537322
2011-06-01,GO,GASOLINA DE AVIACAO,m3,5169.36516738922
2011-06-01,DF,GASOLINA DE AVIACAO,m3,57.2428803743424
2012-06-01,RO,GASOLINA DE AVIACAO,m3,80.6131703915942
2012-06-01,AC,GASOLINA DE AVIACAO,m3,129.53867055723
2012-06-01,AM,GASOLINA DE AVIACAO,m3,156.308995545712
2012-06-01,RR,GASOLINA DE AVIACAO,m3,90.4728044486447
2012-06-01,PA,GASOLINA DE AVIACAO,m3,450.681002950544
2012-06-01,AP,GASOLINA DE AVIACAO,m3,34.0968775468176
2012-06-01,TO,GASOLINA DE AVIACAO,m3,88.1741706140223
2012-06-01,MA,GASOLINA DE AVIACAO,m3,79.3167630654079
2012-06-01,PI,GASOLINA DE AVIACAO,m3,66.0102948132709
2012-06-01,CE,GASOLINA DE AVIACAO,m3,46.476598847548
2012-06-01,RN,GASOLINA DE AVIACAO,m3,35.3982019198684
2012-06-01,PB,GASOLINA DE AVIACAO,m3,268.388896939365
2012-06-01,PE,GASOLINA DE AVIACAO,m3,51.1455396604199
2012-06-01,AL,GASOLINA DE AVIACAO,m3,18.4530828530444
2012-06-01,SE,GASOLINA DE AVIACAO,m3,5.47700348674744
2012-06-01,BA,GASOLINA DE AVIACAO,m3,238.216168347125
2012-06-01,MG,GASOLINA DE AVIACAO,m3,499.884202816233
2012-06-01,ES,GASOLINA DE AVIACAO,m3,15.0732325302558
2012-06-01,RJ,GASOLINA DE AVIACAO,m3,65.7604679057459
2012-06-01,SP,GASOLINA DE AVIACAO,m3,1568.76923935208
2012-06-01,PR,GASOLINA DE AVIACAO,m3,682.284345754593
2012-06-01,SC,GASOLINA DE AVIACAO,m3,119.097356393574
2012-06-01,RS,GASOLINA DE AVIACAO,m3,830.151015451003
2012-06-01,MS,GASOLINA DE AVIACAO,m3,306.047338785073
2012-06-01,MT,GASOLINA DE AVIACAO,m3,7371.09401739545
2012-06-01,GO,GASOLINA DE AVIACAO,m3,549.663946621165
2012-06-01,DF,GASOLINA DE AVIACAO,m3,34.6489734194737
2013-06-01,RO,GASOLINA DE AVIACAO,m3,49.9881252570828
2013-06-01,AC,GASOLINA DE AVIACAO,m3,165.700166305987
2013-06-01,AM,GASOLINA DE AVIACAO,m3,149.576808389389
2013-06-01,RR,GASOLINA DE AVIACAO,m3,107.632941253064
2013-06-01,PA,GASOLINA DE AVIACAO,m3,381.874965645303
2013-06-01,AP,GASOLINA DE AVIACAO,m3,9.48020497047091
2013-06-01,TO,GASOLINA DE AVIACAO,m3,148.551174674627
2013-06-01,MA,GASOLINA DE AVIACAO,m3,89.836174996651
2013-06-01,PI,GASOLINA DE AVIACAO,m3,74.0871099774892
2013-06-01,CE,GASOLINA DE AVIACAO,m3,48.1300485595056
2013-06-01,RN,GASOLINA DE AVIACAO,m3,258.206260797931
2013-06-01,PB,GASOLINA DE AVIACAO,m3,20.5017135038258
2013-06-01,PE,GASOLINA DE AVIACAO,m3,57.6281915892368
2013-06-01,AL,GASOLINA DE AVIACAO,m3,26.8482315079159
2013-06-01,SE,GASOLINA DE AVIACAO,m3,5.67627325236039
2013-06-01,BA,GASOLINA DE AVIACAO,m3,206.811000020858
2013-06-01,MG,GASOLINA DE AVIACAO,m3,426.256631714366
2013-06-01,ES,GASOLINA DE AVIACAO,m3,24.0179768702915
2013-06-01,RJ,GASOLINA DE AVIACAO,m3,159.33886557078
2013-06-01,SP,GASOLINA DE AVIACAO,m3,1481.28039503445
2013-06-01,PR,GASOLINA DE AVIACAO,m3,609.362818616401
2013-06-01,SC,GASOLINA DE AVIACAO,m3,142.465888362949
2013-06-01,RS,GASOLINA DE AVIACAO,m3,1992.24712756801
2013-06-01,MS,GASOLINA DE AVIACAO,m3,3667.81899129648
2013-06-01,MT,GASOLINA DE AVIACAO,m3,704.738023489663
2013-06-01,GO,GASOLINA DE AVIACAO,m3,439.835551849877
2013-06-01,DF,GASOLINA DE AVIACAO,m3,35.666728575892
2014-06-01,RO,GASOLINA DE AVIACAO,m3,78.591
2014-06-01,AC,GASOLINA DE AVIACAO,m3,110.214
2014-06-01,AM,GASOLINA DE AVIACAO,m3,221.64
2014-06-01,RR,GASOLINA DE AVIACAO,m3,6.345
2014-06-01,PA,GASOLINA DE AVIACAO,m3,359.345
2014-06-01,AP,GASOLINA DE AVIACAO,m3,35.726
2014-06-01,TO,GASOLINA DE AVIACAO,m3,179.619
2014-06-01,MA,GASOLINA DE AVIACAO,m3,93.171
2014-06-01,PI,GASOLINA DE AVIACAO,m3,116.105
2014-06-01,CE,GASOLINA DE AVIACAO,m3,822.736
2014-06-01,RN,GASOLINA DE AVIACAO,m3,8.232
2014-06-01,PB,GASOLINA DE AVIACAO,m3,27.339
2014-06-01,PE,GASOLINA DE AVIACAO,m3,48.635
2014-06-01,AL,GASOLINA DE AVIACAO,m3,32.763
2014-06-01,SE,GASOLINA DE AVIACAO,m3,1.302
2014-06-01,BA,GASOLINA DE AVIACAO,m3,262.52
2014-06-01,MG,GASOLINA DE AVIACAO,m3,416.977
2014-06-01,ES,GASOLINA DE AVIACAO,m3,50.383
2014-06-01,RJ,GASOLINA DE AVIACAO,m3,133.272
2014-06-01,SP,GASOLINA DE AVIACAO,m3,1179.835
2014-06-01,PR,GASOLINA DE AVIACAO,m3,524.344
2014-06-01,SC,GASOLINA DE AVIACAO,m3,200.387
2014-06-01,RS,GASOLINA DE AVIACAO,m3,8830.965
2014-06-01,MS,GASOLINA DE AVIACAO,m3,395.231
2014-06-01,MT,GASOLINA DE AVIACAO,m3,527.478
2014-06-01,GO,GASOLINA DE AVIACAO,m3,434.315
2014-06-01,DF,GASOLINA DE AVIACAO,m3,38.677
2015-06-01,RO,GASOLINA DE AVIACAO,m3,62.1124402659054
2015-06-01,AC,GASOLINA DE AVIACAO,m3,81.4533131303011
2015-06-01,AM,GASOLINA DE AVIACAO,m3,89.6274178351953
2015-06-01,RR,GASOLINA DE AVIACAO,m3,48.6287895913372
2015-06-01,PA,GASOLINA DE AVIACAO,m3,353.395879889765
2015-06-01,AP,GASOLINA DE AVIACAO,m3,28.0171835534629
2015-06-01,TO,GASOLINA DE AVIACAO,m3,163.16744736189
2015-06-01,MA,GASOLINA DE AVIACAO,m3,58.4174866001531
2015-06-01,PI,GASOLINA DE AVIACAO,m3,543.562236074088
2015-06-01,CE,GASOLINA DE AVIACAO,m3,-44.8937022593399
2015-06-01,RN,GASOLINA DE AVIACAO,m3,23.691681473891
2015-06-01,PB,GASOLINA DE AVIACAO,m3,46.6170239293496
2015-06-01,PE,GASOLINA DE AVIACAO,m3,43.6271573926537
2015-06-01,AL,GASOLINA DE AVIACAO,m3,3.36939987219161
2015-06-01,SE,GASOLINA DE AVIACAO,m3,0.833925642103526
2015-06-01,BA,GASOLINA DE AVIACAO,m3,171.976402060356
2015-06-01,MG,GASOLINA DE AVIACAO,m3,436.554694262088
2015-06-01,ES,GASOLINA DE AVIACAO,m3,21.2693046936434
2015-06-01,RJ,GASOLINA DE AVIACAO,m3,113.013562586103
2015-06-01,SP,GASOLINA DE AVIACAO,m3,994.424239559354
2015-06-01,PR,GASOLINA DE AVIACAO,m3,537.453536218969
2015-06-01,SC,GASOLINA DE AVIACAO,m3,1502.57066638121
2015-06-01,RS,GASOLINA DE AVIACAO,m3,1103.57966799356
2015-06-01,MS,GASOLINA DE AVIACAO,m3,265.105269542374
2015-06-01,MT,GASOLINA DE AVIACAO,m3,446.355845018676
2015-06-01,GO,GASOLINA DE AVIACAO,m3,350.841868392322
2015-06-01,DF,GASOLINA DE AVIACAO,m3,36.658304971843
2016-06-01,RO,GASOLINA DE AVIACAO,m3,10.0
2016-06-01,AC,GASOLINA DE AVIACAO,m3,90.0
2016-06-01,AM,GASOLINA DE AVIACAO,m3,187.022
2016-06-01,RR,GASOLINA DE AVIACAO,m3,64.0
