id,year_month,uf,product,unit,volume,created_at
2798,2017-03-01,MG,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
2799,2017-03-01,ES,OLEO DIESEL MARITIMO,m3,2275.826,2022-06-14 09:28:16.189637-03
2800,2017-03-01,RJ,OLEO DIESEL MARITIMO,m3,209950.119598395,2022-06-14 09:28:16.189637-03
2801,2017-03-01,SP,OLEO DIESEL MARITIMO,m3,2516.605,2022-06-14 09:28:16.189637-03
2802,2017-03-01,PR,OLEO DIESEL MARITIMO,m3,417.701,2022-06-14 09:28:16.189637-03
2803,2017-03-01,SC,OLEO DIESEL MARITIMO,m3,5145.144,2022-06-14 09:28:16.189637-03
2804,2017-03-01,RS,OLEO DIESEL MARITIMO,m3,2877,2022-06-14 09:28:16.189637-03
2805,2017-03-01,MS,OLEO DIESEL MARITIMO,m3,401,2022-06-14 09:28:16.189637-03
2806,2017-03-01,MT,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
2807,2017-03-01,GO,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
2808,2017-03-01,DF,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
2809,2017-03-01,RO,OLEO DIESEL (OUTROS ),m3,326,2022-06-14 09:28:16.189637-03
2810,2017-03-01,AC,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2811,2017-03-01,AM,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2812,2017-03-01,RR,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2813,2017-03-01,PA,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2814,2017-03-01,AP,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2815,2017-03-01,TO,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2816,2017-03-01,MA,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2817,2017-03-01,PI,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2818,2017-03-01,CE,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2819,2017-03-01,RN,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2820,2017-03-01,PB,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2821,2017-03-01,PE,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2822,2017-03-01,AL,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2823,2017-03-01,SE,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2824,2017-03-01,BA,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2825,2017-03-01,MG,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2826,2017-03-01,ES,OLEO DIESEL (OUTROS ),m3,60,2022-06-14 09:28:16.189637-03
2827,2017-03-01,RJ,OLEO DIESEL (OUTROS ),m3,1581.499,2022-06-14 09:28:16.189637-03
2828,2017-03-01,SP,OLEO DIESEL (OUTROS ),m3,597,2022-06-14 09:28:16.189637-03
2829,2017-03-01,PR,OLEO DIESEL (OUTROS ),m3,10,2022-06-14 09:28:16.189637-03
2830,2017-03-01,SC,OLEO DIESEL (OUTROS ),m3,30,2022-06-14 09:28:16.189637-03
2831,2017-03-01,RS,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2832,2017-03-01,MS,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2833,2017-03-01,MT,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2834,2017-03-01,GO,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2835,2017-03-01,DF,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2836,2018-03-01,RO,OLEO DIESEL S-10,m3,18378.04,2022-06-14 09:28:16.189637-03
2837,2018-03-01,AC,OLEO DIESEL S-10,m3,2499.208,2022-06-14 09:28:16.189637-03
2838,2018-03-01,AM,OLEO DIESEL S-10,m3,9988.742,2022-06-14 09:28:16.189637-03
2839,2018-03-01,RR,OLEO DIESEL S-10,m3,42834.004,2022-06-14 09:28:16.189637-03
2840,2018-03-01,PA,OLEO DIESEL S-10,m3,83399.356,2022-06-14 09:28:16.189637-03
2841,2018-03-01,AP,OLEO DIESEL S-10,m3,747.974,2022-06-14 09:28:16.189637-03
2842,2018-03-01,TO,OLEO DIESEL S-10,m3,38383.584,2022-06-14 09:28:16.189637-03
2843,2018-03-01,MA,OLEO DIESEL S-10,m3,47409.44,2022-06-14 09:28:16.189637-03
2844,2018-03-01,PI,OLEO DIESEL S-10,m3,25023.937,2022-06-14 09:28:16.189637-03
2845,2018-03-01,CE,OLEO DIESEL S-10,m3,68313.6,2022-06-14 09:28:16.189637-03
2846,2018-03-01,RN,OLEO DIESEL S-10,m3,12586.745,2022-06-14 09:28:16.189637-03
2847,2018-03-01,PB,OLEO DIESEL S-10,m3,13916.257,2022-06-14 09:28:16.189637-03
2848,2018-03-01,PE,OLEO DIESEL S-10,m3,94327.197,2022-06-14 09:28:16.189637-03
2849,2018-03-01,AL,OLEO DIESEL S-10,m3,14743.354,2022-06-14 09:28:16.189637-03
2850,2018-03-01,SE,OLEO DIESEL S-10,m3,12907.108,2022-06-14 09:28:16.189637-03
2851,2018-03-01,BA,OLEO DIESEL S-10,m3,100153.555,2022-06-14 09:28:16.189637-03
2852,2018-03-01,MG,OLEO DIESEL S-10,m3,2274147.853,2022-06-14 09:28:16.189637-03
2853,2018-03-01,ES,OLEO DIESEL S-10,m3,41347.154,2022-06-14 09:28:16.189637-03
2854,2018-03-01,RJ,OLEO DIESEL S-10,m3,114005.03,2022-06-14 09:28:16.189637-03
2855,2018-03-01,SP,OLEO DIESEL S-10,m3,461832.032,2022-06-14 09:28:16.189637-03
2856,2018-03-01,PR,OLEO DIESEL S-10,m3,148023.466,2022-06-14 09:28:16.189637-03
2857,2018-03-01,SC,OLEO DIESEL S-10,m3,81601.603,2022-06-14 09:28:16.189637-03
2858,2018-03-01,RS,OLEO DIESEL S-10,m3,87836.311,2022-06-14 09:28:16.189637-03
2859,2018-03-01,MS,OLEO DIESEL S-10,m3,41137.728,2022-06-14 09:28:16.189637-03
2860,2018-03-01,MT,OLEO DIESEL S-10,m3,40378.784,2022-06-14 09:28:16.189637-03
2861,2018-03-01,GO,OLEO DIESEL S-10,m3,70782.248,2022-06-14 09:28:16.189637-03
2862,2018-03-01,DF,OLEO DIESEL S-10,m3,18737.238,2022-06-14 09:28:16.189637-03
2863,2018-03-01,RO,OLEO DIESEL S-500,m3,49365.629,2022-06-14 09:28:16.189637-03
2864,2018-03-01,AC,OLEO DIESEL S-500,m3,8541.981,2022-06-14 09:28:16.189637-03
2865,2018-03-01,AM,OLEO DIESEL S-500,m3,556939.593,2022-06-14 09:28:16.189637-03
2866,2018-03-01,RR,OLEO DIESEL S-500,m3,11559.412,2022-06-14 09:28:16.189637-03
2867,2018-03-01,PA,OLEO DIESEL S-500,m3,107706.107,2022-06-14 09:28:16.189637-03
2868,2018-03-01,AP,OLEO DIESEL S-500,m3,7674.631,2022-06-14 09:28:16.189637-03
2869,2018-03-01,TO,OLEO DIESEL S-500,m3,48106.408,2022-06-14 09:28:16.189637-03
2870,2018-03-01,MA,OLEO DIESEL S-500,m3,78718.392,2022-06-14 09:28:16.189637-03
2871,2018-03-01,PI,OLEO DIESEL S-500,m3,21787.25,2022-06-14 09:28:16.189637-03
2872,2018-03-01,CE,OLEO DIESEL S-500,m3,19496,2022-06-14 09:28:16.189637-03
2873,2018-03-01,RN,OLEO DIESEL S-500,m3,20582.04,2022-06-14 09:28:16.189637-03
2874,2018-03-01,PB,OLEO DIESEL S-500,m3,15848.786,2022-06-14 09:28:16.189637-03
2875,2018-03-01,PE,OLEO DIESEL S-500,m3,11014.201,2022-06-14 09:28:16.189637-03
2876,2018-03-01,AL,OLEO DIESEL S-500,m3,14559.297,2022-06-14 09:28:16.189637-03
2877,2018-03-01,SE,OLEO DIESEL S-500,m3,12045.271,2022-06-14 09:28:16.189637-03
2878,2018-03-01,BA,OLEO DIESEL S-500,m3,1738064.974,2022-06-14 09:28:16.189637-03
2879,2018-03-01,MG,OLEO DIESEL S-500,m3,338195.817,2022-06-14 09:28:16.189637-03
2880,2018-03-01,ES,OLEO DIESEL S-500,m3,55505.559,2022-06-14 09:28:16.189637-03
2881,2018-03-01,RJ,OLEO DIESEL S-500,m3,70459.82,2022-06-14 09:28:16.189637-03
2882,2018-03-01,SP,OLEO DIESEL S-500,m3,618122.671,2022-06-14 09:28:16.189637-03
2883,2018-03-01,PR,OLEO DIESEL S-500,m3,355058.961,2022-06-14 09:28:16.189637-03
2884,2018-03-01,SC,OLEO DIESEL S-500,m3,132433.284,2022-06-14 09:28:16.189637-03
2885,2018-03-01,RS,OLEO DIESEL S-500,m3,210566.842,2022-06-14 09:28:16.189637-03
2886,2018-03-01,MS,OLEO DIESEL S-500,m3,51215.13,2022-06-14 09:28:16.189637-03
2887,2018-03-01,MT,OLEO DIESEL S-500,m3,150751.949,2022-06-14 09:28:16.189637-03
2888,2018-03-01,GO,OLEO DIESEL S-500,m3,166364.955,2022-06-14 09:28:16.189637-03
2889,2018-03-01,DF,OLEO DIESEL S-500,m3,10839.777,2022-06-14 09:28:16.189637-03
2890,2018-03-01,RO,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2891,2018-03-01,AC,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2892,2018-03-01,AM,OLEO DIESEL S-1800,m3,64.73,2022-06-14 09:28:16.189637-03
2893,2018-03-01,RR,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2894,2018-03-01,PA,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2895,2018-03-01,AP,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2896,2018-03-01,TO,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2897,2018-03-01,MA,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2898,2018-03-01,PI,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2899,2018-03-01,CE,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2900,2018-03-01,RN,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2901,2018-03-01,PB,OLEO DIESEL S-1800,m3,550,2022-06-14 09:28:16.189637-03
2902,2018-03-01,PE,OLEO DIESEL S-1800,m3,64,2022-06-14 09:28:16.189637-03
2903,2018-03-01,AL,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2904,2018-03-01,SE,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2905,2018-03-01,BA,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2906,2018-03-01,MG,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2907,2018-03-01,ES,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2908,2018-03-01,RJ,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2909,2018-03-01,SP,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2910,2018-03-01,PR,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2911,2018-03-01,SC,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2912,2018-03-01,RS,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2913,2018-03-01,MS,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2914,2018-03-01,MT,OLEO DIESEL S-1800,m3,70,2022-06-14 09:28:16.189637-03
2915,2018-03-01,GO,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2916,2018-03-01,DF,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
2917,2018-03-01,RO,OLEO DIESEL MARITIMO,m3,10323.9,2022-06-14 09:28:16.189637-03
2918,2018-03-01,AC,OLEO DIESEL MARITIMO,m3,66,2022-06-14 09:28:16.189637-03
2919,2018-03-01,AM,OLEO DIESEL MARITIMO,m3,9274.494,2022-06-14 09:28:16.189637-03
2920,2018-03-01,RR,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
2921,2018-03-01,PA,OLEO DIESEL MARITIMO,m3,4312.523,2022-06-14 09:28:16.189637-03
2922,2018-03-01,AP,OLEO DIESEL MARITIMO,m3,80,2022-06-14 09:28:16.189637-03
2923,2018-03-01,TO,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
2924,2018-03-01,MA,OLEO DIESEL MARITIMO,m3,590,2022-06-14 09:28:16.189637-03
2925,2018-03-01,PI,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
2926,2018-03-01,CE,OLEO DIESEL MARITIMO,m3,670,2022-06-14 09:28:16.189637-03
2927,2018-03-01,RN,OLEO DIESEL MARITIMO,m3,735,2022-06-14 09:28:16.189637-03
2928,2018-03-01,PB,OLEO DIESEL MARITIMO,m3,25,2022-06-14 09:28:16.189637-03
2929,2018-03-01,PE,OLEO DIESEL MARITIMO,m3,525,2022-06-14 09:28:16.189637-03
2930,2018-03-01,AL,OLEO DIESEL MARITIMO,m3,3422.566,2022-06-14 09:28:16.189637-03
2931,2018-03-01,SE,OLEO DIESEL MARITIMO,m3,50,2022-06-14 09:28:16.189637-03
2932,2018-03-01,BA,OLEO DIESEL MARITIMO,m3,1090,2022-06-14 09:28:16.189637-03
2933,2018-03-01,MG,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
2934,2018-03-01,ES,OLEO DIESEL MARITIMO,m3,2626.784,2022-06-14 09:28:16.189637-03
2935,2018-03-01,RJ,OLEO DIESEL MARITIMO,m3,10690.633,2022-06-14 09:28:16.189637-03
2936,2018-03-01,SP,OLEO DIESEL MARITIMO,m3,2862,2022-06-14 09:28:16.189637-03
2937,2018-03-01,PR,OLEO DIESEL MARITIMO,m3,773,2022-06-14 09:28:16.189637-03
2938,2018-03-01,SC,OLEO DIESEL MARITIMO,m3,3312.214,2022-06-14 09:28:16.189637-03
2939,2018-03-01,RS,OLEO DIESEL MARITIMO,m3,2470.782,2022-06-14 09:28:16.189637-03
2940,2018-03-01,MS,OLEO DIESEL MARITIMO,m3,382,2022-06-14 09:28:16.189637-03
2941,2018-03-01,MT,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
2942,2018-03-01,GO,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
2943,2018-03-01,DF,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
2944,2018-03-01,RO,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2945,2018-03-01,AC,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2946,2018-03-01,AM,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2947,2018-03-01,RR,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2948,2018-03-01,PA,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2949,2018-03-01,AP,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2950,2018-03-01,TO,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2951,2018-03-01,MA,OLEO DIESEL (OUTROS ),m3,5,2022-06-14 09:28:16.189637-03
2952,2018-03-01,PI,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2953,2018-03-01,CE,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2954,2018-03-01,RN,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2955,2018-03-01,PB,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2956,2018-03-01,PE,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2957,2018-03-01,AL,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2958,2018-03-01,SE,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2959,2018-03-01,BA,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2960,2018-03-01,MG,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2961,2018-03-01,ES,OLEO DIESEL (OUTROS ),m3,40,2022-06-14 09:28:16.189637-03
2962,2018-03-01,RJ,OLEO DIESEL (OUTROS ),m3,624.558,2022-06-14 09:28:16.189637-03
2963,2018-03-01,SP,OLEO DIESEL (OUTROS ),m3,1855.05,2022-06-14 09:28:16.189637-03
2964,2018-03-01,PR,OLEO DIESEL (OUTROS ),m3,20,2022-06-14 09:28:16.189637-03
2965,2018-03-01,SC,OLEO DIESEL (OUTROS ),m3,35,2022-06-14 09:28:16.189637-03
2966,2018-03-01,RS,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2967,2018-03-01,MS,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2968,2018-03-01,MT,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2969,2018-03-01,GO,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2970,2018-03-01,DF,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
2971,2019-03-01,RO,OLEO DIESEL S-10,m3,33027.544,2022-06-14 09:28:16.189637-03
2972,2019-03-01,AC,OLEO DIESEL S-10,m3,3868.6,2022-06-14 09:28:16.189637-03
2973,2019-03-01,AM,OLEO DIESEL S-10,m3,14486.275,2022-06-14 09:28:16.189637-03
2974,2019-03-01,RR,OLEO DIESEL S-10,m3,3464.8,2022-06-14 09:28:16.189637-03
2975,2019-03-01,PA,OLEO DIESEL S-10,m3,113300.804,2022-06-14 09:28:16.189637-03
2976,2019-03-01,AP,OLEO DIESEL S-10,m3,2055.172,2022-06-14 09:28:16.189637-03
2977,2019-03-01,TO,OLEO DIESEL S-10,m3,44656.88,2022-06-14 09:28:16.189637-03
2978,2019-03-01,MA,OLEO DIESEL S-10,m3,43787.87,2022-06-14 09:28:16.189637-03
2979,2019-03-01,PI,OLEO DIESEL S-10,m3,23924.403,2022-06-14 09:28:16.189637-03
2980,2019-03-01,CE,OLEO DIESEL S-10,m3,62771.1,2022-06-14 09:28:16.189637-03
2981,2019-03-01,RN,OLEO DIESEL S-10,m3,13315.501,2022-06-14 09:28:16.189637-03
2982,2019-03-01,PB,OLEO DIESEL S-10,m3,268987.349,2022-06-14 09:28:16.189637-03
2983,2019-03-01,PE,OLEO DIESEL S-10,m3,123216.782,2022-06-14 09:28:16.189637-03
2984,2019-03-01,AL,OLEO DIESEL S-10,m3,19728.7,2022-06-14 09:28:16.189637-03
2985,2019-03-01,SE,OLEO DIESEL S-10,m3,19459.5,2022-06-14 09:28:16.189637-03
2986,2019-03-01,BA,OLEO DIESEL S-10,m3,146554.93,2022-06-14 09:28:16.189637-03
2987,2019-03-01,MG,OLEO DIESEL S-10,m3,275646.489,2022-06-14 09:28:16.189637-03
2988,2019-03-01,ES,OLEO DIESEL S-10,m3,44891.7,2022-06-14 09:28:16.189637-03
2989,2019-03-01,RJ,OLEO DIESEL S-10,m3,111983.791,2022-06-14 09:28:16.189637-03
2990,2019-03-01,SP,OLEO DIESEL S-10,m3,524902.919,2022-06-14 09:28:16.189637-03
2991,2019-03-01,PR,OLEO DIESEL S-10,m3,175494.217,2022-06-14 09:28:16.189637-03
2992,2019-03-01,SC,OLEO DIESEL S-10,m3,95889.761,2022-06-14 09:28:16.189637-03
2993,2019-03-01,RS,OLEO DIESEL S-10,m3,96012.172,2022-06-14 09:28:16.189637-03
2994,2019-03-01,MS,OLEO DIESEL S-10,m3,41519.796,2022-06-14 09:28:16.189637-03
2995,2019-03-01,MT,OLEO DIESEL S-10,m3,1191612.957,2022-06-14 09:28:16.189637-03
2996,2019-03-01,GO,OLEO DIESEL S-10,m3,86107.486,2022-06-14 09:28:16.189637-03
2997,2019-03-01,DF,OLEO DIESEL S-10,m3,20174,2022-06-14 09:28:16.189637-03
2998,2019-03-01,RO,OLEO DIESEL S-500,m3,43644.219,2022-06-14 09:28:16.189637-03
2999,2019-03-01,AC,OLEO DIESEL S-500,m3,10340.3,2022-06-14 09:28:16.189637-03
3000,2019-03-01,AM,OLEO DIESEL S-500,m3,50116.105,2022-06-14 09:28:16.189637-03
3001,2019-03-01,RR,OLEO DIESEL S-500,m3,28132,2022-06-14 09:28:16.189637-03
3002,2019-03-01,PA,OLEO DIESEL S-500,m3,90979.49,2022-06-14 09:28:16.189637-03
3003,2019-03-01,AP,OLEO DIESEL S-500,m3,6260.2,2022-06-14 09:28:16.189637-03
3004,2019-03-01,TO,OLEO DIESEL S-500,m3,40554.582,2022-06-14 09:28:16.189637-03
3005,2019-03-01,MA,OLEO DIESEL S-500,m3,56093.459,2022-06-14 09:28:16.189637-03
3006,2019-03-01,PI,OLEO DIESEL S-500,m3,15708.47,2022-06-14 09:28:16.189637-03
3007,2019-03-01,CE,OLEO DIESEL S-500,m3,16596.45,2022-06-14 09:28:16.189637-03
3008,2019-03-01,RN,OLEO DIESEL S-500,m3,273518.815,2022-06-14 09:28:16.189637-03
3009,2019-03-01,PB,OLEO DIESEL S-500,m3,14598.72,2022-06-14 09:28:16.189637-03
3010,2019-03-01,PE,OLEO DIESEL S-500,m3,3298.501,2022-06-14 09:28:16.189637-03
3011,2019-03-01,AL,OLEO DIESEL S-500,m3,15226.6,2022-06-14 09:28:16.189637-03
3012,2019-03-01,SE,OLEO DIESEL S-500,m3,8974,2022-06-14 09:28:16.189637-03
3013,2019-03-01,BA,OLEO DIESEL S-500,m3,126773.601,2022-06-14 09:28:16.189637-03
3014,2019-03-01,MG,OLEO DIESEL S-500,m3,363698.71,2022-06-14 09:28:16.189637-03
3015,2019-03-01,ES,OLEO DIESEL S-500,m3,46550.861,2022-06-14 09:28:16.189637-03
3016,2019-03-01,RJ,OLEO DIESEL S-500,m3,58080.814,2022-06-14 09:28:16.189637-03
3017,2019-03-01,SP,OLEO DIESEL S-500,m3,536882.035,2022-06-14 09:28:16.189637-03
3018,2019-03-01,PR,OLEO DIESEL S-500,m3,291240.299,2022-06-14 09:28:16.189637-03
3019,2019-03-01,SC,OLEO DIESEL S-500,m3,109507.724,2022-06-14 09:28:16.189637-03
3020,2019-03-01,RS,OLEO DIESEL S-500,m3,161069.674,2022-06-14 09:28:16.189637-03
3021,2019-03-01,MS,OLEO DIESEL S-500,m3,870569.724,2022-06-14 09:28:16.189637-03
3022,2019-03-01,MT,OLEO DIESEL S-500,m3,96972.52,2022-06-14 09:28:16.189637-03
3023,2019-03-01,GO,OLEO DIESEL S-500,m3,130001.36,2022-06-14 09:28:16.189637-03
3024,2019-03-01,DF,OLEO DIESEL S-500,m3,12956.5,2022-06-14 09:28:16.189637-03
3025,2019-03-01,RO,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3026,2019-03-01,AC,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3027,2019-03-01,AM,OLEO DIESEL S-1800,m3,21791.311,2022-06-14 09:28:16.189637-03
3028,2019-03-01,RR,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3029,2019-03-01,PA,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3030,2019-03-01,AP,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3031,2019-03-01,TO,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3032,2019-03-01,MA,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3033,2019-03-01,PI,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3034,2019-03-01,CE,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3035,2019-03-01,RN,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3036,2019-03-01,PB,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3037,2019-03-01,PE,OLEO DIESEL S-1800,m3,35,2022-06-14 09:28:16.189637-03
3038,2019-03-01,AL,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3039,2019-03-01,SE,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3040,2019-03-01,BA,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3041,2019-03-01,MG,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3042,2019-03-01,ES,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3043,2019-03-01,RJ,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3044,2019-03-01,SP,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3045,2019-03-01,PR,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3046,2019-03-01,SC,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3047,2019-03-01,RS,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3048,2019-03-01,MS,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3049,2019-03-01,MT,OLEO DIESEL S-1800,m3,148,2022-06-14 09:28:16.189637-03
3050,2019-03-01,GO,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3051,2019-03-01,DF,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
3052,2019-03-01,RO,OLEO DIESEL MARITIMO,m3,2461.7,2022-06-14 09:28:16.189637-03
3053,2019-03-01,AC,OLEO DIESEL MARITIMO,m3,82,2022-06-14 09:28:16.189637-03
3054,2019-03-01,AM,OLEO DIESEL MARITIMO,m3,11482.769,2022-06-14 09:28:16.189637-03
3055,2019-03-01,RR,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
3056,2019-03-01,PA,OLEO DIESEL MARITIMO,m3,11391.497,2022-06-14 09:28:16.189637-03
3057,2019-03-01,AP,OLEO DIESEL MARITIMO,m3,140,2022-06-14 09:28:16.189637-03
3058,2019-03-01,TO,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
3059,2019-03-01,MA,OLEO DIESEL MARITIMO,m3,830,2022-06-14 09:28:16.189637-03
3060,2019-03-01,PI,OLEO DIESEL MARITIMO,m3,1880,2022-06-14 09:28:16.189637-03
3061,2019-03-01,CE,OLEO DIESEL MARITIMO,m3,840,2022-06-14 09:28:16.189637-03
3062,2019-03-01,RN,OLEO DIESEL MARITIMO,m3,630,2022-06-14 09:28:16.189637-03
3063,2019-03-01,PB,OLEO DIESEL MARITIMO,m3,45,2022-06-14 09:28:16.189637-03
3064,2019-03-01,PE,OLEO DIESEL MARITIMO,m3,205,2022-06-14 09:28:16.189637-03
3065,2019-03-01,AL,OLEO DIESEL MARITIMO,m3,240,2022-06-14 09:28:16.189637-03
